Case.ID,Task.Label,Timestamp,Salary,Amount,Coverage,Cost,AssessmentType,AssessmentCost,Result
4790,AssessApplication,2018-10-22T03:35:07.031+11:00,,,,,Simple,10,
4790,CheckCareer,2018-10-22T05:13:51.031+11:00,,,9,,,,
4790,CheckMedicalHistory,2018-10-22T05:27:07.031+11:00,,,,180,,,
4790,NotifyOutcome,2018-10-22T05:52:05.031+11:00,,,,,,,Rejected
4791,SubmitLoanApplication,2018-10-22T07:45:31.031+11:00,48000,94000,,,,,
4791,AssessApplication,2018-10-22T08:28:24.031+11:00,,,,,Simple,80,
4791,CheckCareer,2018-10-22T08:41:20.031+11:00,,,9,,,,
4791,CheckMedicalHistory,2018-10-22T10:27:03.031+11:00,,,,220,,,
4791,NotifyOutcome,2018-10-22T11:29:31.031+11:00,,,,,,,Rejected
4792,SubmitLoanApplication,2018-10-22T11:51:30.031+11:00,34000,92000,,,,,
4792,AssessApplication,2018-10-22T12:15:16.031+11:00,,,,,Simple,30,
4792,CheckCareer,2018-10-22T12:36:40.031+11:00,,,8,,,,
4792,CheckMedicalHistory,2018-10-22T13:22:44.031+11:00,,,,160,,,
4792,NotifyOutcome,2018-10-22T13:57:36.031+11:00,,,,,,,Rejected
4793,SubmitLoanApplication,2018-10-22T15:54:13.031+11:00,46000,61000,,,,,
4793,AssessApplication,2018-10-22T16:53:23.031+11:00,,,,,Simple,100,
4793,CheckCareer,2018-10-22T17:02:51.031+11:00,,,7,,,,
4793,CheckMedicalHistory,2018-10-22T18:01:01.031+11:00,,,,240,,,
4793,NotifyOutcome,2018-10-22T19:20:52.031+11:00,,,,,,,Rejected
4794,SubmitLoanApplication,2018-10-22T20:32:33.031+11:00,35000,69000,,,,,
4794,AssessApplication,2018-10-22T21:03:12.031+11:00,,,,,Simple,10,
4794,CheckCareer,2018-10-22T21:21:23.031+11:00,,,9,,,,
4794,CheckMedicalHistory,2018-10-22T22:14:09.031+11:00,,,,250,,,
4794,NotifyOutcome,2018-10-22T23:24:37.031+11:00,,,,,,,Rejected
4795,SubmitLoanApplication,2018-10-22T23:33:28.031+11:00,67000,68000,,,,,
4795,AssessApplication,2018-10-23T01:47:00.031+11:00,,,,,Simple,40,
4795,CheckCareer,2018-10-23T02:09:58.031+11:00,,,11,,,,
4795,CheckMedicalHistory,2018-10-23T02:44:30.031+11:00,,,,170,,,
4795,NotifyOutcome,2018-10-23T03:11:32.031+11:00,,,,,,,Rejected
4796,SubmitLoanApplication,2018-10-23T04:51:28.031+11:00,64000,90000,,,,,
4796,AssessApplication,2018-10-23T04:52:46.031+11:00,,,,,Simple,60,
4796,CheckCareer,2018-10-23T05:37:42.031+11:00,,,12,,,,
4796,CheckMedicalHistory,2018-10-23T05:56:14.031+11:00,,,,240,,,
4796,NotifyOutcome,2018-10-23T06:32:14.031+11:00,,,,,,,Rejected
4797,SubmitLoanApplication,2018-10-23T09:05:18.031+11:00,35000,66000,,,,,
4797,AssessApplication,2018-10-23T09:24:35.031+11:00,,,,,Simple,50,
4797,CheckCareer,2018-10-23T10:33:57.031+11:00,,,15,,,,
4797,CheckMedicalHistory,2018-10-23T10:51:39.031+11:00,,,,120,,,
4797,NotifyOutcome,2018-10-23T10:55:09.031+11:00,,,,,,,Rejected
4798,SubmitLoanApplication,2018-10-23T11:45:27.031+11:00,40000,64000,,,,,
4798,AssessApplication,2018-10-23T11:51:53.031+11:00,,,,,Simple,40,
4798,CheckCareer,2018-10-23T12:33:50.031+11:00,,,10,,,,
4798,CheckMedicalHistory,2018-10-23T13:01:58.031+11:00,,,,300,,,
4798,NotifyOutcome,2018-10-23T14:17:15.031+11:00,,,,,,,Rejected
4799,SubmitLoanApplication,2018-10-23T16:01:10.031+11:00,64000,96000,,,,,
4799,AssessApplication,2018-10-23T16:08:13.031+11:00,,,,,Simple,70,
4799,CheckCareer,2018-10-23T18:28:17.031+11:00,,,12,,,,
4799,CheckMedicalHistory,2018-10-23T18:36:23.031+11:00,,,,300,,,
4799,NotifyOutcome,2018-10-23T19:00:31.031+11:00,,,,,,,Rejected
4800,SubmitLoanApplication,2018-10-23T20:26:05.031+11:00,68000,95000,,,,,
4800,AssessApplication,2018-10-23T20:36:43.031+11:00,,,,,Simple,40,
4800,CheckCareer,2018-10-23T20:46:37.031+11:00,,,9,,,,
4800,CheckMedicalHistory,2018-10-23T22:33:50.031+11:00,,,,280,,,
4800,NotifyOutcome,2018-10-23T22:50:11.031+11:00,,,,,,,Rejected
4801,SubmitLoanApplication,2018-10-23T23:33:13.031+11:00,51000,97000,,,,,
4801,AssessApplication,2018-10-23T23:33:57.031+11:00,,,,,Simple,40,
4801,CheckCareer,2018-10-24T00:18:37.031+11:00,,,10,,,,
4801,CheckMedicalHistory,2018-10-24T01:44:16.031+11:00,,,,280,,,
4801,NotifyOutcome,2018-10-24T01:51:25.031+11:00,,,,,,,Rejected
4802,SubmitLoanApplication,2018-10-24T03:58:13.031+11:00,54000,97000,,,,,
4802,AssessApplication,2018-10-24T03:58:24.031+11:00,,,,,Simple,90,
4802,CheckCareer,2018-10-24T07:03:12.031+11:00,,,6,,,,
4802,CheckMedicalHistory,2018-10-24T07:15:14.031+11:00,,,,290,,,
4802,NotifyOutcome,2018-10-24T07:18:50.031+11:00,,,,,,,Accepted
4803,SubmitLoanApplication,2018-10-24T07:36:42.031+11:00,70000,63000,,,,,
4803,AssessApplication,2018-10-24T07:52:22.031+11:00,,,,,Simple,40,
4803,CheckCareer,2018-10-24T08:35:50.031+11:00,,,9,,,,
4803,CheckMedicalHistory,2018-10-24T08:56:41.031+11:00,,,,300,,,
4803,NotifyOutcome,2018-10-24T09:12:08.031+11:00,,,,,,,Rejected
4804,SubmitLoanApplication,2018-10-24T12:26:59.031+11:00,56000,98000,,,,,
4804,AssessApplication,2018-10-24T13:32:15.031+11:00,,,,,Simple,50,
4804,CheckCareer,2018-10-24T14:09:24.031+11:00,,,10,,,,
4804,CheckMedicalHistory,2018-10-24T14:54:07.031+11:00,,,,220,,,
4804,NotifyOutcome,2018-10-24T15:18:27.031+11:00,,,,,,,Rejected
4805,SubmitLoanApplication,2018-10-24T16:07:02.031+11:00,45000,98000,,,,,
4805,AssessApplication,2018-10-24T16:26:17.031+11:00,,,,,Simple,90,
4805,CheckCareer,2018-10-24T16:33:49.031+11:00,,,9,,,,
4805,CheckMedicalHistory,2018-10-24T16:34:49.031+11:00,,,,230,,,
4805,NotifyOutcome,2018-10-24T18:41:48.031+11:00,,,,,,,Accepted
4806,SubmitLoanApplication,2018-10-24T19:52:38.031+11:00,31000,86000,,,,,
4806,AssessApplication,2018-10-24T20:22:11.031+11:00,,,,,Simple,10,
4806,CheckCareer,2018-10-24T20:32:13.031+11:00,,,7,,,,
4806,CheckMedicalHistory,2018-10-24T21:37:47.031+11:00,,,,220,,,
4806,NotifyOutcome,2018-10-24T23:24:46.031+11:00,,,,,,,Accepted
4807,SubmitLoanApplication,2018-10-24T23:56:44.031+11:00,55000,72000,,,,,
4807,AssessApplication,2018-10-25T01:05:37.031+11:00,,,,,Simple,30,
4807,CheckCareer,2018-10-25T02:26:18.031+11:00,,,10,,,,
4807,CheckMedicalHistory,2018-10-25T02:44:37.031+11:00,,,,160,,,
4807,NotifyOutcome,2018-10-25T03:28:34.031+11:00,,,,,,,Accepted
4808,SubmitLoanApplication,2018-10-25T03:45:24.031+11:00,47000,91000,,,,,
4808,AssessApplication,2018-10-25T04:38:44.031+11:00,,,,,Simple,90,
4808,CheckCareer,2018-10-25T04:50:39.031+11:00,,,15,,,,
4808,CheckMedicalHistory,2018-10-25T05:52:39.031+11:00,,,,190,,,
4808,NotifyOutcome,2018-10-25T06:27:33.031+11:00,,,,,,,Accepted
4809,SubmitLoanApplication,2018-10-25T07:32:16.031+11:00,49000,81000,,,,,
4809,AssessApplication,2018-10-25T08:36:02.031+11:00,,,,,Simple,40,
4809,CheckCareer,2018-10-25T08:47:36.031+11:00,,,14,,,,
4809,CheckMedicalHistory,2018-10-25T08:59:52.031+11:00,,,,130,,,
4809,NotifyOutcome,2018-10-25T10:25:49.031+11:00,,,,,,,Accepted
4810,SubmitLoanApplication,2018-10-25T11:58:12.031+11:00,31000,62000,,,,,
4810,AssessApplication,2018-10-25T12:10:23.031+11:00,,,,,Simple,50,
4810,CheckCareer,2018-10-25T14:15:07.031+11:00,,,7,,,,
4810,CheckMedicalHistory,2018-10-25T15:10:41.031+11:00,,,,250,,,
4810,NotifyOutcome,2018-10-25T15:28:24.031+11:00,,,,,,,Accepted
4811,SubmitLoanApplication,2018-10-25T17:05:03.031+11:00,68000,70000,,,,,
4811,AssessApplication,2018-10-25T17:19:58.031+11:00,,,,,Simple,40,
4811,CheckCareer,2018-10-25T17:28:54.031+11:00,,,13,,,,
4811,CheckMedicalHistory,2018-10-25T17:45:06.031+11:00,,,,300,,,
4811,NotifyOutcome,2018-10-25T19:13:23.031+11:00,,,,,,,Accepted
4812,SubmitLoanApplication,2018-10-25T19:45:11.031+11:00,61000,67000,,,,,
4812,AssessApplication,2018-10-25T20:13:08.031+11:00,,,,,Simple,50,
4812,CheckCareer,2018-10-25T20:42:12.031+11:00,,,7,,,,
4812,CheckMedicalHistory,2018-10-25T21:19:01.031+11:00,,,,240,,,
4812,NotifyOutcome,2018-10-25T21:51:10.031+11:00,,,,,,,Accepted
4813,SubmitLoanApplication,2018-10-25T23:51:34.031+11:00,47000,89000,,,,,
4813,AssessApplication,2018-10-26T00:15:10.031+11:00,,,,,Simple,10,
4813,CheckCareer,2018-10-26T02:13:55.031+11:00,,,11,,,,
4813,CheckMedicalHistory,2018-10-26T02:40:21.031+11:00,,,,300,,,
4813,NotifyOutcome,2018-10-26T02:44:12.031+11:00,,,,,,,Accepted
4814,SubmitLoanApplication,2018-10-26T03:43:07.031+11:00,45000,76000,,,,,
4814,AssessApplication,2018-10-26T04:30:48.031+11:00,,,,,Simple,80,
4814,CheckCareer,2018-10-26T06:58:56.031+11:00,,,6,,,,
4814,CheckMedicalHistory,2018-10-26T07:20:57.031+11:00,,,,250,,,
4814,NotifyOutcome,2018-10-26T07:26:33.031+11:00,,,,,,,Accepted
4815,SubmitLoanApplication,2018-10-26T07:31:46.031+11:00,60000,77000,,,,,
4815,AssessApplication,2018-10-26T07:34:55.031+11:00,,,,,Simple,30,
4815,CheckCareer,2018-10-26T08:16:44.031+11:00,,,10,,,,
4815,CheckMedicalHistory,2018-10-26T09:31:27.031+11:00,,,,160,,,
4815,NotifyOutcome,2018-10-26T09:32:56.031+11:00,,,,,,,Accepted
4816,SubmitLoanApplication,2018-10-26T12:39:38.031+11:00,53000,82000,,,,,
4816,AssessApplication,2018-10-26T14:37:10.031+11:00,,,,,Simple,30,
4816,CheckCareer,2018-10-26T14:39:30.031+11:00,,,13,,,,
4816,CheckMedicalHistory,2018-10-26T15:10:04.031+11:00,,,,240,,,
4816,NotifyOutcome,2018-10-26T15:10:29.031+11:00,,,,,,,Accepted
4817,SubmitLoanApplication,2018-10-26T15:39:23.031+11:00,56000,60000,,,,,
4817,AssessApplication,2018-10-26T15:50:35.031+11:00,,,,,Simple,50,
4817,CheckCareer,2018-10-26T16:13:20.031+11:00,,,14,,,,
4817,CheckMedicalHistory,2018-10-26T17:37:53.031+11:00,,,,210,,,
4817,NotifyOutcome,2018-10-26T18:54:21.031+11:00,,,,,,,Accepted
4818,SubmitLoanApplication,2018-10-26T20:23:34.031+11:00,26000,71000,,,,,
4818,AssessApplication,2018-10-26T20:47:53.031+11:00,,,,,Simple,90,
4818,CheckCareer,2018-10-26T21:21:44.031+11:00,,,15,,,,
4818,CheckMedicalHistory,2018-10-26T22:15:46.031+11:00,,,,180,,,
4818,NotifyOutcome,2018-10-26T23:25:30.031+11:00,,,,,,,Accepted
4819,SubmitLoanApplication,2018-10-26T23:32:47.031+11:00,38000,54000,,,,,
4819,AssessApplication,2018-10-26T23:55:32.031+11:00,,,,,Simple,20,
4819,CheckCareer,2018-10-27T00:01:46.031+11:00,,,11,,,,
4819,CheckMedicalHistory,2018-10-27T02:42:49.031+11:00,,,,110,,,
4819,NotifyOutcome,2018-10-27T03:26:37.031+11:00,,,,,,,Accepted
4820,SubmitLoanApplication,2018-10-27T04:02:17.031+11:00,30000,87000,,,,,
4820,AssessApplication,2018-10-27T04:56:09.031+11:00,,,,,Simple,20,
4820,CheckCareer,2018-10-27T06:10:17.031+11:00,,,12,,,,
4820,CheckMedicalHistory,2018-10-27T07:22:59.031+11:00,,,,140,,,
4820,NotifyOutcome,2018-10-27T07:28:50.031+11:00,,,,,,,Accepted
4821,SubmitLoanApplication,2018-10-27T09:26:08.031+11:00,50000,73000,,,,,
4821,AssessApplication,2018-10-27T10:15:02.031+11:00,,,,,Simple,60,
4821,CheckCareer,2018-10-27T10:59:36.031+11:00,,,15,,,,
4821,CheckMedicalHistory,2018-10-27T11:07:54.031+11:00,,,,210,,,
4821,NotifyOutcome,2018-10-27T11:27:30.031+11:00,,,,,,,Accepted
4822,SubmitLoanApplication,2018-10-27T12:10:34.031+11:00,60000,85000,,,,,
4822,AssessApplication,2018-10-27T12:11:39.031+11:00,,,,,Simple,90,
4822,CheckCareer,2018-10-27T12:18:22.031+11:00,,,10,,,,
4822,CheckMedicalHistory,2018-10-27T12:52:53.031+11:00,,,,170,,,
4822,NotifyOutcome,2018-10-27T13:36:09.031+11:00,,,,,,,Accepted
4823,SubmitLoanApplication,2018-10-27T15:59:59.031+11:00,34000,56000,,,,,
4823,AssessApplication,2018-10-27T18:00:06.031+11:00,,,,,Simple,30,
4823,CheckCareer,2018-10-27T18:14:10.031+11:00,,,10,,,,
4823,CheckMedicalHistory,2018-10-27T18:15:29.031+11:00,,,,250,,,
4823,NotifyOutcome,2018-10-27T18:43:03.031+11:00,,,,,,,Accepted
4824,SubmitLoanApplication,2018-10-27T19:42:45.031+11:00,56000,51000,,,,,
4824,AssessApplication,2018-10-27T20:47:23.031+11:00,,,,,Simple,20,
4824,CheckCareer,2018-10-27T21:32:03.031+11:00,,,11,,,,
4824,CheckMedicalHistory,2018-10-27T22:19:54.031+11:00,,,,220,,,
4824,NotifyOutcome,2018-10-27T22:33:03.031+11:00,,,,,,,Accepted
4825,SubmitLoanApplication,2018-10-27T23:47:28.031+11:00,67000,52000,,,,,
4825,AssessApplication,2018-10-27T23:50:26.031+11:00,,,,,Simple,10,
4825,CheckCareer,2018-10-28T00:31:39.031+11:00,,,14,,,,
4825,CheckMedicalHistory,2018-10-28T01:27:10.031+11:00,,,,150,,,
4825,NotifyOutcome,2018-10-28T01:53:45.031+11:00,,,,,,,Accepted
4826,SubmitLoanApplication,2018-10-28T03:45:52.031+11:00,38000,79000,,,,,
4826,AssessApplication,2018-10-28T04:17:27.031+11:00,,,,,Simple,60,
4826,CheckCareer,2018-10-28T04:43:32.031+11:00,,,6,,,,
4826,CheckMedicalHistory,2018-10-28T06:06:02.031+11:00,,,,170,,,
4826,NotifyOutcome,2018-10-28T06:46:24.031+11:00,,,,,,,Accepted
4827,SubmitLoanApplication,2018-10-28T07:46:20.031+11:00,65000,58000,,,,,
4827,AssessApplication,2018-10-28T08:25:10.031+11:00,,,,,Simple,20,
4827,CheckCareer,2018-10-28T08:48:30.031+11:00,,,12,,,,
4827,CheckMedicalHistory,2018-10-28T11:17:54.031+11:00,,,,300,,,
4827,NotifyOutcome,2018-10-28T11:20:28.031+11:00,,,,,,,Accepted
4828,SubmitLoanApplication,2018-10-28T11:55:08.031+11:00,63000,80000,,,,,
4828,AssessApplication,2018-10-28T12:31:17.031+11:00,,,,,Simple,70,
4828,CheckCareer,2018-10-28T13:33:18.031+11:00,,,9,,,,
4828,CheckMedicalHistory,2018-10-28T14:14:01.031+11:00,,,,270,,,
4828,NotifyOutcome,2018-10-28T15:08:03.031+11:00,,,,,,,Accepted
4829,SubmitLoanApplication,2018-10-28T15:44:47.031+11:00,36000,55000,,,,,
4829,AssessApplication,2018-10-28T17:50:27.031+11:00,,,,,Simple,40,
4829,CheckCareer,2018-10-28T18:26:53.031+11:00,,,8,,,,
4829,CheckMedicalHistory,2018-10-28T18:30:27.031+11:00,,,,270,,,
4829,NotifyOutcome,2018-10-28T18:52:51.031+11:00,,,,,,,Accepted
4830,SubmitLoanApplication,2018-10-28T20:08:29.031+11:00,26000,57000,,,,,
4830,AssessApplication,2018-10-28T20:53:37.031+11:00,,,,,Simple,10,
4830,CheckCareer,2018-10-28T21:37:44.031+11:00,,,11,,,,
4830,CheckMedicalHistory,2018-10-28T22:59:34.031+11:00,,,,290,,,
4830,NotifyOutcome,2018-10-28T23:14:47.031+11:00,,,,,,,Accepted
4831,SubmitLoanApplication,2018-10-29T00:05:04.031+11:00,54000,74000,,,,,
4831,AssessApplication,2018-10-29T00:05:18.031+11:00,,,,,Simple,20,
4831,CheckCareer,2018-10-29T01:48:08.031+11:00,,,11,,,,
4831,CheckMedicalHistory,2018-10-29T02:07:57.031+11:00,,,,130,,,
4831,NotifyOutcome,2018-10-29T02:13:17.031+11:00,,,,,,,Accepted
4832,SubmitLoanApplication,2018-10-29T04:07:37.031+11:00,70000,93000,,,,,
4832,AssessApplication,2018-10-29T05:18:58.031+11:00,,,,,Simple,70,
4832,CheckCareer,2018-10-29T05:35:18.031+11:00,,,12,,,,
4832,CheckMedicalHistory,2018-10-29T05:48:55.031+11:00,,,,170,,,
4832,NotifyOutcome,2018-10-29T06:55:35.031+11:00,,,,,,,Accepted
4833,SubmitLoanApplication,2018-10-29T07:39:42.031+11:00,68000,88000,,,,,
4833,AssessApplication,2018-10-29T08:18:21.031+11:00,,,,,Simple,80,
4833,CheckCareer,2018-10-29T08:19:40.031+11:00,,,13,,,,
4833,CheckMedicalHistory,2018-10-29T09:32:10.031+11:00,,,,130,,,
4833,NotifyOutcome,2018-10-29T10:52:14.031+11:00,,,,,,,Accepted
4834,SubmitLoanApplication,2018-10-29T11:42:30.031+11:00,55000,99000,,,,,
4834,AssessApplication,2018-10-29T11:55:13.031+11:00,,,,,Simple,100,
4834,CheckCareer,2018-10-29T12:05:31.031+11:00,,,10,,,,
4834,CheckMedicalHistory,2018-10-29T12:26:36.031+11:00,,,,300,,,
4834,NotifyOutcome,2018-10-29T12:58:41.031+11:00,,,,,,,Accepted
4835,SubmitLoanApplication,2018-10-29T16:40:11.031+11:00,64000,65000,,,,,
4835,AssessApplication,2018-10-29T17:04:38.031+11:00,,,,,Simple,60,
4835,CheckCareer,2018-10-29T18:49:45.031+11:00,,,8,,,,
4835,CheckMedicalHistory,2018-10-29T19:00:09.031+11:00,,,,250,,,
4835,NotifyOutcome,2018-10-29T19:00:52.031+11:00,,,,,,,Accepted
4836,SubmitLoanApplication,2018-10-29T19:45:34.031+11:00,62000,84000,,,,,
4836,AssessApplication,2018-10-29T19:47:45.031+11:00,,,,,Simple,10,
4836,CheckCareer,2018-10-29T20:42:19.031+11:00,,,12,,,,
4836,CheckMedicalHistory,2018-10-29T22:55:08.031+11:00,,,,160,,,
4836,NotifyOutcome,2018-10-29T23:08:24.031+11:00,,,,,,,Accepted
4837,SubmitLoanApplication,2018-10-30T00:29:28.031+11:00,65000,83000,,,,,
4837,AssessApplication,2018-10-30T00:44:25.031+11:00,,,,,Simple,100,
4837,CheckCareer,2018-10-30T03:05:16.031+11:00,,,13,,,,
4837,CheckMedicalHistory,2018-10-30T03:11:41.031+11:00,,,,130,,,
4837,NotifyOutcome,2018-10-30T03:17:12.031+11:00,,,,,,,Accepted
4838,SubmitLoanApplication,2018-10-30T04:11:07.031+11:00,32000,59000,,,,,
4838,AssessApplication,2018-10-30T06:14:34.031+11:00,,,,,Simple,60,
4838,CheckCareer,2018-10-30T06:22:33.031+11:00,,,13,,,,
4838,CheckMedicalHistory,2018-10-30T06:25:25.031+11:00,,,,180,,,
4838,NotifyOutcome,2018-10-30T07:20:53.031+11:00,,,,,,,Accepted
4839,SubmitLoanApplication,2018-10-30T09:25:05.031+11:00,31000,78000,,,,,
4839,AssessApplication,2018-10-30T09:58:45.031+11:00,,,,,Simple,50,
4839,CheckCareer,2018-10-30T10:00:15.031+11:00,,,13,,,,
4839,CheckMedicalHistory,2018-10-30T10:50:08.031+11:00,,,,220,,,
4839,NotifyOutcome,2018-10-30T11:22:57.031+11:00,,,,,,,Accepted
4840,SubmitLoanApplication,2018-10-30T11:31:50.031+11:00,55000,75000,,,,,
4840,AssessApplication,2018-10-30T13:06:11.031+11:00,,,,,Simple,70,
4840,CheckCareer,2018-10-30T13:46:45.031+11:00,,,13,,,,
4840,CheckMedicalHistory,2018-10-30T14:34:37.031+11:00,,,,130,,,
4840,NotifyOutcome,2018-10-30T15:26:10.031+11:00,,,,,,,Accepted
4841,SubmitLoanApplication,2018-10-30T15:43:16.031+11:00,45000,94000,,,,,
4841,AssessApplication,2018-10-30T15:57:18.031+11:00,,,,,Simple,60,
4841,CheckCareer,2018-10-30T16:24:23.031+11:00,,,8,,,,
4841,CheckMedicalHistory,2018-10-30T17:15:09.031+11:00,,,,230,,,
4841,NotifyOutcome,2018-10-30T18:10:11.031+11:00,,,,,,,Accepted
4842,SubmitLoanApplication,2018-10-30T20:30:11.031+11:00,41000,92000,,,,,
4842,AssessApplication,2018-10-30T20:43:11.031+11:00,,,,,Simple,80,
4842,CheckCareer,2018-10-30T21:17:58.031+11:00,,,14,,,,
4842,CheckMedicalHistory,2018-10-30T22:35:58.031+11:00,,,,140,,,
4842,NotifyOutcome,2018-10-30T22:44:42.031+11:00,,,,,,,Accepted
4843,SubmitLoanApplication,2018-10-31T00:09:32.031+11:00,50000,61000,,,,,
4843,AssessApplication,2018-10-31T00:42:54.031+11:00,,,,,Simple,30,
4843,CheckCareer,2018-10-31T00:43:22.031+11:00,,,8,,,,
4843,CheckMedicalHistory,2018-10-31T00:55:25.031+11:00,,,,280,,,
4843,NotifyOutcome,2018-10-31T02:13:07.031+11:00,,,,,,,Accepted
4844,SubmitLoanApplication,2018-10-31T04:51:16.031+11:00,49000,69000,,,,,
4844,AssessApplication,2018-10-31T05:09:49.031+11:00,,,,,Simple,40,
4844,CheckCareer,2018-10-31T05:27:53.031+11:00,,,10,,,,
4844,CheckMedicalHistory,2018-10-31T06:08:49.031+11:00,,,,280,,,
4844,NotifyOutcome,2018-10-31T06:13:18.031+11:00,,,,,,,Accepted
4845,SubmitLoanApplication,2018-10-31T07:52:51.031+11:00,67000,68000,,,,,
4845,AssessApplication,2018-10-31T08:22:58.031+11:00,,,,,Simple,10,
4845,CheckCareer,2018-10-31T10:20:14.031+11:00,,,10,,,,
4845,CheckMedicalHistory,2018-10-31T10:40:32.031+11:00,,,,240,,,
4845,NotifyOutcome,2018-10-31T10:48:32.031+11:00,,,,,,,Accepted
4846,SubmitLoanApplication,2018-10-31T11:36:21.031+11:00,68000,90000,,,,,
4846,AssessApplication,2018-10-31T11:51:49.031+11:00,,,,,Simple,100,
4846,CheckCareer,2018-10-31T11:55:39.031+11:00,,,9,,,,
4846,CheckMedicalHistory,2018-10-31T13:39:02.031+11:00,,,,160,,,
4846,NotifyOutcome,2018-10-31T14:39:36.031+11:00,,,,,,,Accepted
4847,SubmitLoanApplication,2018-10-31T15:56:50.031+11:00,59000,66000,,,,,
4847,AssessApplication,2018-10-31T16:42:27.031+11:00,,,,,Simple,100,
4847,CheckCareer,2018-10-31T19:06:43.031+11:00,,,14,,,,
4847,CheckMedicalHistory,2018-10-31T19:08:43.031+11:00,,,,210,,,
4847,NotifyOutcome,2018-10-31T19:22:50.031+11:00,,,,,,,Accepted
4848,SubmitLoanApplication,2018-10-31T20:01:59.031+11:00,50000,64000,,,,,
4848,AssessApplication,2018-10-31T20:38:37.031+11:00,,,,,Simple,20,
4848,CheckCareer,2018-10-31T21:35:15.031+11:00,,,12,,,,
4848,CheckMedicalHistory,2018-10-31T22:34:25.031+11:00,,,,280,,,
4848,NotifyOutcome,2018-10-31T23:07:10.031+11:00,,,,,,,Accepted
4849,SubmitLoanApplication,2018-11-01T00:24:24.031+11:00,67000,96000,,,,,
4849,AssessApplication,2018-11-01T01:12:41.031+11:00,,,,,Simple,30,
4849,CheckCareer,2018-11-01T01:57:54.031+11:00,,,12,,,,
4849,CheckMedicalHistory,2018-11-01T02:01:22.031+11:00,,,,180,,,
4849,NotifyOutcome,2018-11-01T03:25:44.031+11:00,,,,,,,Accepted
4850,SubmitLoanApplication,2018-11-01T04:28:52.031+11:00,35000,95000,,,,,
4850,AssessApplication,2018-11-01T06:02:57.031+11:00,,,,,Simple,20,
4850,CheckCareer,2018-11-01T06:20:01.031+11:00,,,15,,,,
4850,CheckMedicalHistory,2018-11-01T06:38:12.031+11:00,,,,140,,,
4850,NotifyOutcome,2018-11-01T07:07:49.031+11:00,,,,,,,Accepted
4851,SubmitLoanApplication,2018-11-01T07:36:04.031+11:00,63000,63000,,,,,
4851,AssessApplication,2018-11-01T07:50:50.031+11:00,,,,,Simple,100,
4851,CheckCareer,2018-11-01T09:10:21.031+11:00,,,6,,,,
4851,CheckMedicalHistory,2018-11-01T09:23:20.031+11:00,,,,240,,,
4851,NotifyOutcome,2018-11-01T09:29:41.031+11:00,,,,,,,Accepted
4852,SubmitLoanApplication,2018-11-01T11:47:38.031+11:00,92000,98000,,,,,
4852,AssessApplication,2018-11-01T11:59:48.031+11:00,,,,,Simple,20,
4852,CheckCareer,2018-11-01T12:00:35.031+11:00,,,10,,,,
4852,CheckMedicalHistory,2018-11-01T13:16:15.031+11:00,,,,150,,,
4852,NotifyOutcome,2018-11-01T13:48:53.031+11:00,,,,,,,Accepted
4853,SubmitLoanApplication,2018-11-01T15:41:56.031+11:00,5000,86000,,,,,
4853,AssessApplication,2018-11-01T15:57:47.031+11:00,,,,,Complex,230,
4853,CheckCareer,2018-11-01T17:30:04.031+11:00,,,26,,,,
4853,CheckMedicalHistory,2018-11-01T18:01:52.031+11:00,,,,110,,,
4853,NotifyOutcome,2018-11-01T18:18:26.031+11:00,,,,,,,Rejected
4854,SubmitLoanApplication,2018-11-01T19:40:16.031+11:00,16000,86000,,,,,
4854,AssessApplication,2018-11-01T20:00:26.031+11:00,,,,,Complex,230,
4854,CheckCareer,2018-11-01T21:43:22.031+11:00,,,20,,,,
4854,CheckMedicalHistory,2018-11-01T22:10:03.031+11:00,,,,280,,,
4854,NotifyOutcome,2018-11-01T23:18:53.031+11:00,,,,,,,Rejected
4855,SubmitLoanApplication,2018-11-01T23:47:48.031+11:00,5000,81000,,,,,
4855,AssessApplication,2018-11-01T23:50:47.031+11:00,,,,,Complex,190,
4855,CheckCareer,2018-11-02T01:04:59.031+11:00,,,30,,,,
4855,CheckMedicalHistory,2018-11-02T01:36:22.031+11:00,,,,140,,,
4855,NotifyOutcome,2018-11-02T02:11:32.031+11:00,,,,,,,Rejected
4856,SubmitLoanApplication,2018-11-02T03:31:43.031+11:00,17000,53000,,,,,
4856,AssessApplication,2018-11-02T05:27:48.031+11:00,,,,,Complex,190,
4856,CheckCareer,2018-11-02T06:09:07.031+11:00,,,27,,,,
4856,CheckMedicalHistory,2018-11-02T06:37:55.031+11:00,,,,140,,,
4856,NotifyOutcome,2018-11-02T06:54:12.031+11:00,,,,,,,Rejected
4857,SubmitLoanApplication,2018-11-02T07:34:49.031+11:00,12000,53000,,,,,
4857,AssessApplication,2018-11-02T09:57:27.031+11:00,,,,,Complex,170,
4857,CheckCareer,2018-11-02T09:58:30.031+11:00,,,24,,,,
4857,CheckMedicalHistory,2018-11-02T10:17:32.031+11:00,,,,210,,,
4857,NotifyOutcome,2018-11-02T11:23:12.031+11:00,,,,,,,Rejected
4858,SubmitLoanApplication,2018-11-02T12:23:04.031+11:00,9000,62000,,,,,
4858,AssessApplication,2018-11-02T12:30:33.031+11:00,,,,,Complex,130,
